"dimension","target","sampler","seed","medESS","ESS1","mean1","var1","median1","Q1_1","Q3_1"
1,"N(2,5²)",AM,3,4564.246594471027,4564.246594471027,1.9719630250505034,24.760260560362287,2.0049945600863417,-1.3554512108348007,5.366247746754402
1,"N(2,5²)",AM,4,4498.446096251592,4498.446096251592,1.9873424044498698,24.54494019719633,2.045687941191887,-1.3271294120634254,5.348439474575078
1,"N(2,5²)",AM,5,4742.376066513903,4742.376066513903,2.1066515571071,25.867820720231077,2.117737563833323,-1.3267632571287842,5.525037486965385
1,"N(2,5²)",AM,6,4640.983193837795,4640.983193837795,2.0795633746312365,24.974371914722443,2.0203351918395303,-1.3026704932618438,5.469313268487365
1,"N(2,5²)",AM,7,4489.261369558084,4489.261369558084,1.9644244575943182,24.6798536258666,1.9622571365836494,-1.3695394666232157,5.355383445164507
1,"N(2,5²)",AM,8,4749.646537974006,4749.646537974006,2.07858105275774,25.16202800353865,2.1276950010310114,-1.3086361006414566,5.475360853603666
1,"N(2,5²)",AM,9,4924.420274497073,4924.420274497073,2.0525293800369315,25.232384232217385,1.9765834060366179,-1.3680070094998058,5.420406936958924
1,"N(2,5²)",AM,10,4728.667544393596,4728.667544393596,2.0121639208371884,24.84525750208816,2.001706594298767,-1.3344688324927487,5.3709656120465326
1,"N(0.2,5²)",RRWMH,1,881.2769435716996,881.2769435716996,0.10517764735126846,26.634355199489836,0.0692973636083373,-3.5127867635346535,3.6117968339990805
1,"N(0.2,5²)",RRWMH,2,952.2909867764934,952.2909867764934,0.05687569486336411,25.08203763367483,0.018122655083142203,-3.3355811363673755,3.471522735778956
1,"N(0.2,5²)",RRWMH,3,1007.4857583847275,1007.4857583847275,0.10655080223151253,24.00929500087335,0.20311484956839443,-3.0929108546659285,3.4400528919799864
1,"N(0.2,5²)",RRWMH,4,1075.5224455102411,1075.5224455102411,-0.07397282916834318,25.315692359153605,-0.11190804763457063,-3.5230775155993475,3.3954934632488114
1,"N(0.2,5²)",RRWMH,5,949.0444430099385,949.0444430099385,0.16510909156520348,25.9748000762252,0.11438958486914963,-3.2211277830454312,3.4929539237935283
1,"N(0.2,5²)",RRWMH,6,1006.0781188473006,1006.0781188473006,0.13587052265958469,24.665596330950866,0.04620029453853025,-3.268329364589471,3.5235731235416416
1,"N(0.2,5²)",RRWMH,7,1062.9999091004984,1062.9999091004984,0.1397907208571604,24.193725977445883,0.12258356009471749,-3.2019603986273344,3.4752282936571732
1,"N(0.2,5²)",RRWMH,8,1041.5622694730578,1041.5622694730578,0.1416541634252377,24.9553820359574,0.16097296479002182,-3.2233258247441494,3.5579502113373067
1,"N(0.2,5²)",RRWMH,9,1010.341893603824,1010.341893603824,0.2793248823690336,25.0872314655888,0.26065988415000657,-3.2072180849582708,3.7061132174528444
1,"N(0.2,5²)",RRWMH,10,948.4456658678225,948.4456658678225,0.010044797830101473,24.985794519238837,0.014977979441646375,-3.398331760815645,3.3587124406005238
1,"N(0.2,5²)",AM,1,4906.561461137563,4906.561461137563,0.1793943800925551,24.44484998110433,0.14875904676086193,-3.1472857853010074,3.474705241495803
1,"N(0.2,5²)",AM,2,4680.388877425376,4680.388877425376,0.13150658187887557,25.53446155387895,0.1326686042642713,-3.2677303407889804,3.5261468765400217
1,"N(0.2,5²)",AM,3,4491.401672342265,4491.401672342265,0.1519264291667207,24.61371896739085,0.1836250774021133,-3.1480774218003833,3.5539638649243583
1,"N(0.2,5²)",AM,4,4745.030749583569,4745.030749583569,0.19650038677897777,24.74930098657035,0.24497546256168024,-3.1466239545243813,3.6035275845939383
1,"N(0.2,5²)",AM,5,4804.046026845934,4804.046026845934,0.31189724022404486,25.695212839069743,0.32215544913738514,-3.125472904828297,3.6866049000286694
1,"N(0.2,5²)",AM,6,4674.55901319573,4674.55901319573,0.29418595668557906,25.046194058999745,0.27038059833182726,-3.0753914811791345,3.713477817886607
1,"N(0.2,5²)",AM,7,4522.544836402785,4522.544836402785,0.1373039497057159,24.744696474393198,0.10951907769484455,-3.2081133224562963,3.52232311876865
1,"N(0.2,5²)",AM,8,4829.412742787156,4829.412742787156,0.2724313175418219,25.100355055646432,0.32365618627692827,-3.136863541036507,3.68452395603166
1,"N(0.2,5²)",AM,9,4797.271755270635,4797.271755270635,0.22430192212447694,25.6090510317818,0.16632440218149291,-3.229100685490227,3.6161590490414355
1,"N(0.2,5²)",AM,10,4848.464054080354,4848.464054080354,0.18153715123436426,24.71246234385961,0.19201891082059808,-3.126788531253312,3.551781510439935
1,"N(10,5²)",RRWMH,1,941.123964840106,941.123964840106,9.915438345677648,26.716996956609023,9.825428535685097,6.265898042126731,13.426422474808685
1,"N(10,5²)",RRWMH,2,965.461803181175,965.461803181175,9.80440281752279,24.77735569355667,9.865409420845275,6.464172139321943,13.213208213133393
1,"N(10,5²)",RRWMH,3,1072.1344260075782,1072.1344260075782,10.011185866377724,23.93466662472835,10.052129014707164,6.758531279911506,13.262479862379202
1,"N(10,5²)",RRWMH,4,1098.2847621848439,1098.2847621848439,9.703839877308196,24.88451778263982,9.725628336355118,6.268026416375177,13.102642914021384
1,"N(10,5²)",RRWMH,5,968.391223795315,968.391223795315,9.896060794357066,25.896703111431563,9.87473439121531,6.56912150290913,13.232298383327892
1,"N(10,5²)",RRWMH,6,1021.7343808567783,1021.7343808567783,9.860184216098123,24.294918811083562,9.805569658183868,6.469755342847766,13.262370149216723
1,"N(10,5²)",RRWMH,7,937.9034529971376,937.9034529971376,9.854064336913625,25.32839973607642,9.877177385323261,6.418355741344714,13.282190331346904
1,"N(10,5²)",RRWMH,8,1045.9318779855519,1045.9318779855519,9.933313142956852,25.204418559819572,9.915308279888718,6.638573985156594,13.33335640191943
1,"N(10,5²)",RRWMH,9,1052.615936031228,1052.615936031228,10.095188233798568,24.811741241088797,10.11218251944999,6.663976115380743,13.499342167189958
1,"N(10,5²)",RRWMH,10,928.8966497409351,928.8966497409351,9.851129664313145,23.800991902773788,9.875247729224956,6.542247779825325,13.159200089064434
1,"N(10,5²)",AM,1,4954.594169573542,4954.594169573542,9.988071503342637,24.371377831576197,9.972180211005425,6.669367234825367,13.277435461018035
1,"N(10,5²)",AM,2,4757.933541194226,4757.933541194226,9.925949058150573,25.13867041826107,9.956099778890302,6.596726346405635,13.315615930169175
1,"N(10,5²)",AM,3,4476.247599694504,4476.247599694504,9.947226389993277,24.591959910391083,9.967618307445186,6.660789432701615,13.31936307060221
1,"N(10,5²)",AM,4,4703.765348812546,4703.765348812546,10.02485231293456,24.94102339531142,10.048816017744326,6.669450524181393,13.43897486845291
1,"N(10,5²)",AM,5,4833.362667681736,4833.362667681736,10.102354018989606,25.394778479773393,10.111391935698688,6.666551154631793,13.495733077186237
1,"N(10,5²)",AM,6,4750.009504609151,4750.009504609151,10.08528131593308,25.15596054116814,10.09302394039467,6.693597028299835,13.486121890876646
