"dimension","target","sampler","seed","medESS","ESS1","mean1","var1","median1","Q1_1","Q3_1","ESS2","mean2","var2","median2","Q1_2","Q3_2","ESS3","mean3","var3","median3","Q1_3","Q3_3","ESS4","mean4","var4","median4","Q1_4","Q3_4","ESS5","mean5","var5","median5","Q1_5","Q3_5"
5,"Banana",RRWMH,1,105.97772222910437,88.68332106022687,0.5203235473999169,1.8979878619052526,0.5271615632221289,-0.5993478627342016,1.5167893858113892,104.4980911880481,2.1836050998572607,6.678232108503611,1.2286239420120935,0.2905993728476609,3.093789649367852,106.69494443308866,2.174808851097859,6.590598677755776,1.212428725533013,0.31012887688403284,3.0393633541053973,105.97772222910437,2.1542039681295235,6.551883225483079,1.1726171140337232,0.306262459757621,2.937293913772889,106.31223774637982,2.158893900170886,6.6235615128526995,1.1890684068952848,0.30121272187089576,2.9464277007005855
5,"Banana",RRWMH,2,92.06483615299972,85.36163986121986,-0.9070893523698088,1.9824266710135627,-1.2143527664464129,-2.126240027444448,0.3440115987834024,91.65844189778853,2.800352768595811,6.90354259332866,2.216849644398386,0.4225079215871187,4.444186761794559,93.18142515321594,2.797298370925375,6.760894651956531,2.2465410457319783,0.4463151731639943,4.423972907336741,93.07748161297326,2.8261605921195114,6.846095113193502,2.30564443854308,0.4775333824084006,4.572943344612206,92.06483615299972,2.7935247824128084,6.787781146139453,2.2284225224651477,0.47245466379580475,4.501703590066323
5,"Banana",RRWMH,3,126.63577627905315,102.6321776014969,-0.6110980351304921,0.8539842857737454,-0.5979682046486854,-1.414610986058993,0.049126998474450345,126.63577627905315,1.2270092174386675,1.7113095697468266,0.6865577469643354,0.17864873271487905,2.0231858510101866,130.2046569523804,1.2214702265034496,1.6902616770892405,0.6460074136847147,0.15729119338065783,2.065351014983412,129.16810098245938,1.2229021043638468,1.7414144684622703,0.6739414283970392,0.1404389748763819,2.115234221605892,125.45537599922991,1.2217248217703711,1.7220109764634417,0.6765105428460974,0.157056676992108,2.045586101783512
5,"Banana",RRWMH,4,83.2439421856093,81.10695746697154,-0.7837475478479161,8.28342898111307,-2.18192736849334,-3.2428437593844293,2.1060603385702374,83.42856928960519,8.910997032337622,28.52232907485204,8.913487042033356,4.884364130199459,12.912320608556751,83.20891880182289,8.88491786262516,28.753792036512863,8.920902513233429,4.683070214238055,13.04048309793987,83.6521175433321,8.89647715447159,28.707949396173106,8.951308919494332,4.782745954478005,12.971545809644454,83.2439421856093,8.888757093435682,28.733838577898425,8.833637790760605,4.709847214125288,12.942376448186335
5,"Banana",RRWMH,5,87.26543145988666,84.20583752653728,-2.1377336520750774,1.8954548706738326,-2.6944408114818725,-3.119526191752655,-1.3425314164312696,87.33277700933259,6.4701219785252535,18.063967791091898,7.244710294944578,2.2524597556480557,9.649760097507453,87.45276846393539,6.455023028153217,18.117458365636914,7.2616268716107815,2.3250652179223255,9.650827967794822,87.25567633434461,6.4777924207049224,18.340194187265567,7.168051514347782,2.267051841128553,9.761262234336275,87.26543145988666,6.453806663799603,18.104369164456678,7.238124581277383,2.101028578392221,9.764475235228847
5,"Banana",RRWMH,6,112.88257368012363,101.00960397269185,0.6704174135186846,1.0191189843943604,0.6595633256055267,-0.17888819032037476,1.467011725791732,114.07732536958405,1.4688770347920954,2.7049947384007433,0.8397925058349932,0.2277714212216505,2.182999224619422,113.43149886469585,1.4576854274769642,2.726051568382202,0.7479797432196458,0.1943347704235085,2.2147073259345618,111.96510303381409,1.472993614266171,2.7231695329860393,0.8405480254820138,0.2333305791595735,2.136888502254326,112.88257368012363,1.4669716227074205,2.741478696232905,0.8116086631733153,0.1902077210435692,2.188356894235917
5,"Banana",RRWMH,7,124.23369620406127,93.81477897398871,-0.2989613125687674,1.253688444069338,-0.2560783374198675,-1.1301992884281482,0.49684358669241124,121.92457001984583,1.3527499554624483,2.398276211692583,0.6776311557373172,0.19308389070051224,2.1054157260951993,124.23369620406127,1.333678116187086,2.3959876392328954,0.6775305231109151,0.16169534270883318,2.013851030161181,126.13573848772234,1.3402842737926894,2.355411593992148,0.6475076381607014,0.18169430996386995,2.1199025530762126,124.50858175041363,1.358227060916505,2.444462564666236,0.689231447252711,0.20223182608250082,2.180918454615964
5,"Banana",RRWMH,8,93.43166174941555,87.05564112371022,0.2873349735161868,3.336280814104435,0.1932883877288693,-1.3038286167082338,1.3748266003383836,93.43166174941555,3.41570586691771,14.860553474780133,1.7027276409171272,0.49042666748516967,5.524280926691377,93.57225409246277,3.424229610470125,14.777214177489181,1.8296811025853772,0.5259244200702434,5.509907421506172,93.27686098050981,3.4254200013334817,14.88224581653576,1.8364927901401726,0.4887017651666197,5.453401697324519,94.22634809604222,3.412857510698501,14.863945846332218,1.7874209739231341,0.46957857500867495,5.580661526043149
5,"Banana",RRWMH,9,101.13576298808424,87.25885127464774,-0.43195147705086046,2.1550233849944047,-0.8140573868487353,-1.7904463290189012,0.9374916892155258,100.70888579463383,2.3323429443751817,2.760085932757148,2.396419925736669,0.7299018397175461,3.672348697576032,101.13576298808424,2.3366728232287906,2.6998002290233405,2.4367045791980404,0.8083351595957058,3.7363851519624935,102.1037457429998,2.340826538885169,2.746720321265303,2.429503672450805,0.7353720217600812,3.7542893633402983,101.32325020286088,2.3453956858569454,2.746338968514845,2.453395302170925,0.7918378461029356,3.820772128305256
5,"Banana",RRWMH,10,95.55001696934973,91.91558977776853,1.409495548318805,0.9101283168749232,1.6054218379072012,0.6325945081210137,2.1550105694316692,95.6447799025063,2.9035388004305904,6.124508333779653,2.6487610229914633,0.43021266442729145,4.689831866046887,94.58284196703481,2.8821690234798165,6.106821812330958,2.547735013259018,0.41569292564856997,4.580156834982523,95.55001696934973,2.8911395812370837,6.135584656006699,2.6231844741053614,0.4428178038361402,4.658422592030241,96.53556239918511,2.900361410982847,6.133900485513593,2.5328120216403045,0.4530489771734782,4.74657730156589
5,"Banana",AM,1,116.64264690690379,101.12589196622359,-0.7660994444030715,1.3631231919153923,-0.7026935403080168,-1.6608521902512925,0.19081787557231045,116.64264690690379,1.9636590916274652,5.863912918770135,0.8799590940023339,0.21079879814545488,2.8566129605426998,115.04738112636313,1.9484531134411036,5.871944993085576,0.8792302138510647,0.2055487993689641,2.8496804826414204,118.98565955292355,1.9343845044518704,5.892866791392832,0.8544118023601703,0.1798855802818844,2.8183218910725856,119.23994633091883,1.9461980897924656,5.884508928428186,0.9069147178217147,0.2044558545274502,2.782190959628555
5,"Banana",AM,2,104.81350202605006,86.95428099096442,0.20090487860932663,2.6872287565662836,0.30336453804205343,-1.0328229988787905,1.3038388577743145,103.9677010016543,2.728881700532463,8.85675621388988,1.4416262270817106,0.38997052599024484,4.527651156129609,105.2413066295316,2.743991395867627,8.99691168639768,1.4381734179821593,0.374729911541216,4.570834963285785,104.81350202605006,2.7241843962526864,8.982493410672808,1.3396096159784214,0.38052722578104303,4.585693331396554,105.6533137260159,2.7156884643446473,8.963540451853168,1.450178918929316,0.3526325789447369,4.450079710928231
