"dimension","target","sampler","seed","medESS","ESS1","mean1","var1","median1","Q1_1","Q3_1","ESS2","mean2","var2","median2","Q1_2","Q3_2"
2,"ρ=0.5",AM,9,4165.752975388472,4117.403653656491,1.9883902011143875,0.24547676551298325,1.9889402197778312,1.6557680936364316,2.3306040525260094,4214.102297120454,2.9710646328165087,3.975119911281947,2.975936555384028,1.6353144456444668,4.31926049102844
2,"ρ=0.5",AM,10,4353.110219033983,4314.661171541234,2.0018584899913483,0.24632438958958325,1.999920204840979,1.6637654451826143,2.336695497765606,4391.559266526733,3.014488121119692,3.9986600190268664,2.9975086694850765,1.6704910219613929,4.334567989389713
2,"ρ=-0.8",RRWMH,1,1691.0239588657378,2261.365191667253,2.011864663417039,0.2513439598423668,2.0105155248236923,1.6741564441685348,2.3486416168574857,1120.6827260642224,2.9567298477255783,4.055329052636443,2.9803779221915034,1.611633125542781,4.317510240808512
2,"ρ=-0.8",RRWMH,2,1655.4028085220643,2149.2002579495456,1.9923090951778206,0.2508685923023277,1.9856622089834082,1.6623115371389274,2.3245840574653704,1161.6053590945833,3.029442177287886,4.218558971702558,3.0385890297290534,1.6675922670528713,4.383508705045931
2,"ρ=-0.8",RRWMH,3,1904.2204642194151,2434.748938468477,2.001244391349854,0.2512474095083794,2.0021638697191815,1.6596652579570486,2.3375075011864928,1373.6919899703532,3.008200930802545,3.988827211553337,2.9978300414991095,1.671375311984281,4.341128286637831
2,"ρ=-0.8",RRWMH,4,2232.111752235799,2909.1123651903326,2.0135492782372557,0.24841398184995533,2.0140797802931054,1.6658115825400424,2.351903937724188,1555.1111392812659,2.9418364061517694,4.028287295046903,2.977563247672901,1.575724999939197,4.318687974497565
2,"ρ=-0.8",RRWMH,5,1978.2765332912313,2535.2165135719524,2.004212923649997,0.25583519760055307,2.0008156725717527,1.6639881897532107,2.3472273259378715,1421.3365530105102,2.9581641487024553,4.121396681515764,2.9728413715625828,1.6238753939397208,4.309902246570855
2,"ρ=-0.8",RRWMH,6,2040.4826123734808,2630.7996060724,2.0025302457848757,0.2504912740556966,1.9982696516532075,1.666715115172642,2.3356247381304605,1450.1656186745618,2.992449787104912,4.094052502777954,3.000917229119718,1.6390715441482584,4.345117750500501
2,"ρ=-0.8",RRWMH,7,1901.9597955536278,2462.063445941584,2.0012730557788054,0.2586549178262185,2.008446761383817,1.6570953963983908,2.3416346748840695,1341.8561451656713,2.993884879846707,4.080266159659233,2.996368468508324,1.6152088900915031,4.34499061197557
2,"ρ=-0.8",RRWMH,8,1787.1275497790914,2307.4122963368286,1.9958834120822104,0.25858274323380437,1.9871549399800315,1.6551072016549946,2.3348084369653184,1266.8428032213542,3.0370112951413133,4.263560933426328,3.048771343513974,1.6620610428067504,4.379219157287046
2,"ρ=-0.8",RRWMH,9,2244.9015621256954,2888.7170515670564,2.002341521298315,0.24125899020712183,2.0005771124555074,1.6703360539809327,2.331855061466502,1601.086072684334,2.9753954512175564,3.840693246499372,2.993667827755976,1.606057720071068,4.327829519593156
2,"ρ=-0.8",RRWMH,10,1835.235785318189,2358.0847559270705,2.0092697545930025,0.25142331428287257,2.0093503459936866,1.669226716503976,2.3550684281683023,1312.3868147093076,2.9525854751431373,4.062202005359735,2.9496766003678574,1.579602021258918,4.307523154336562
2,"ρ=-0.8",AM,1,3862.2238342033083,3822.118943774145,1.9980200303739164,0.2626319860776354,1.9995969435370171,1.6508739957605256,2.346313603098533,3902.3287246324717,3.0079211829124906,4.139886625522953,3.0119388630459643,1.6331317014098945,4.380359187590711
2,"ρ=-0.8",AM,2,4032.8346339926948,4120.005364610229,2.001418462792844,0.25053030869066983,1.9956796454424828,1.6618667441121564,2.344102001976197,3945.6639033751608,2.953521204106681,4.070211097210944,2.9774733215735227,1.6006822976810275,4.333101482906919
2,"ρ=-0.8",AM,3,4096.424454144877,4113.383047618186,1.9990245645069287,0.2547714707905686,1.9904631438310587,1.6599270579377285,2.3430229206369573,4079.4658606715684,3.0285593199447547,4.067326138443624,3.035262403072465,1.663946180688423,4.3985132394864
2,"ρ=-0.8",AM,4,4251.730747096752,4330.481586800852,2.0096202617641996,0.24322611870894129,2.00185548188192,1.6779923395272922,2.3398616479790384,4172.979907392651,2.977555425015906,3.9206163476486786,2.983931091394224,1.6454710212424117,4.327656945377828
2,"ρ=-0.8",AM,5,4088.217827783705,4040.677416843353,2.007626558677821,0.24986831692964717,2.006507204271659,1.6676737120698824,2.3425624186812017,4135.758238724057,2.9863254265982944,3.8914033122799907,3.0052550797838755,1.6640406458582706,4.308855539565853
2,"ρ=-0.8",AM,6,4161.757683749955,4211.500208741649,1.9950250113839947,0.24618623045412713,1.9962684360353418,1.6617634931406524,2.330351056067113,4112.015158758261,3.0092003737928694,3.956664516001549,3.0055537553183442,1.6623991527226287,4.320683919644163
2,"ρ=-0.8",AM,7,3746.0417408153307,3759.627932468391,2.004313120131864,0.24815878834052452,2.0019803831826763,1.666014479954223,2.3455316427165096,3732.45554916227,2.993873574948689,4.031302871352851,2.9920583819917095,1.6200758971437415,4.366769503458006
2,"ρ=-0.8",AM,8,3603.213905028476,3730.253292970655,1.9952762064060532,0.2509224666607701,1.986636520640885,1.6615199616408196,2.3350915260825804,3476.174517086297,3.0154676523427804,4.0326755395048846,2.9996261573409257,1.6613351021762468,4.372521860460995
2,"ρ=-0.8",AM,9,4069.0247764666874,4134.602953643275,1.984581722442013,0.24368008320323753,1.984303177597493,1.6493580080798904,2.325505002144263,4003.446599290099,3.023215455047277,3.9624467491971824,3.0141354347870406,1.6693080565531888,4.3694957205744585
2,"ρ=-0.8",AM,10,4145.680662560163,4237.409914386136,2.0025982922902874,0.24062939266758043,1.9983151183187682,1.6713556206212692,2.338109655318229,4053.9514107341906,2.9941528099669497,3.8949043671221624,3.0153717610802087,1.6746615203165711,4.333442841668422
2,"ρ=0.1",exact,1,0.0,0.0,2.0,0.25,2.0,1.6627551249019592,2.337244875098041,0.0,3.0,4.0,3.0,1.6510204996078364,4.348979500392163
2,"ρ=-0.3",exact,1,0.0,0.0,2.0,0.25,2.0,1.6627551249019592,2.337244875098041,0.0,3.0,4.0,3.0,1.6510204996078364,4.348979500392163
2,"ρ=0.5",exact,1,0.0,0.0,2.0,0.25,2.0,1.6627551249019592,2.337244875098041,0.0,3.0,4.0,3.0,1.6510204996078364,4.348979500392163
2,"ρ=-0.8",exact,1,0.0,0.0,2.0,0.25,2.0,1.6627551249019592,2.337244875098041,0.0,3.0,4.0,3.0,1.6510204996078364,4.348979500392163
